latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
46.81401,-115.1516,297.52,0.56,0.43,2026-08-30,0922,N20,nominal,2.0NRT,279.11,1.31,N
46.81397,-115.23389,299.34,0.56,0.43,2026-08-30,0922,N20,nominal,2.0NRT,275.97,1.2,N
46.79331,-115.1858,296.56,0.56,0.43,2026-08-30,0922,N20,nominal,2.0NRT,278.45,1.8,N
45.81269,-108.43134,297.4,0.38,0.36,2026-08-30,0922,N20,nominal,2.0NRT,287.12,0.57,N
45.78088,-108.49026,301.51,0.38,0.36,2026-08-30,0922,N20,nominal,2.0NRT,290.51,0.86,N
46.47698,-115.40687,304.17,0.57,0.43,2026-08-30,0922,N20,nominal,2.0NRT,279.26,1.64,N
46.47449,-115.40696,304.3,0.56,0.43,2026-08-30,0922,N20,nominal,2.0NRT,278.1,2.01,N
46.2932,-115.02737,298.57,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,270.37,2.12,N
46.29247,-115.02022,313.1,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,273.31,2.12,N
46.28866,-115.02156,325.51,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,272.95,2.12,N
46.2894,-115.02885,304.72,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,270.34,2.12,N
46.28638,-115.03809,320.72,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,277.27,5.74,N
46.28559,-115.03027,315.28,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,276.76,7.41,N
46.28256,-115.0395,339.24,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,283.11,5.74,N
46.28177,-115.03167,346.41,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,281.16,7.41,N
46.27874,-115.04082,323.65,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,278.42,4.16,N
46.15783,-113.93522,307.44,0.49,0.4,2026-08-30,0922,N20,nominal,2.0NRT,275.12,2.6,N
46.43041,-116.97214,295.87,0.44,0.46,2026-08-30,0922,N20,nominal,2.0NRT,285.68,1.09,N
46.25198,-115.09019,312.53,0.55,0.42,2026-08-30,0922,N20,nominal,2.0NRT,277.94,2.53,N
46.10606,-114.8235,314.54,0.53,0.42,2026-08-30,0922,N20,nominal,2.0NRT,278.66,2.88,N
46.12769,-115.07933,298.24,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,281.3,1.06,N
46.11927,-115.07434,317.86,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,282.94,3.97,N
46.11953,-115.08022,296.89,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,282.05,1.59,N
46.11887,-115.07385,318.22,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,283.32,2.06,N
46.09686,-115.16876,304.64,0.55,0.42,2026-08-30,0922,N20,nominal,2.0NRT,280.63,1.37,N
46.08008,-115.08158,298.46,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,282.17,1.15,N
45.72285,-114.63609,299.68,0.52,0.41,2026-08-30,0922,N20,nominal,2.0NRT,275.27,1.07,N
45.59768,-118.22743,296.24,0.49,0.49,2026-08-30,0922,N20,nominal,2.0NRT,276.91,0.84,N
45.64844,-120.21429,296.21,0.62,0.54,2026-08-30,0922,N20,nominal,2.0NRT,281.06,0.87,N
44.83834,-118.20325,300.96,0.48,0.48,2026-08-30,0922,N20,nominal,2.0NRT,277.14,1.64,N
44.83436,-118.20993,325.61,0.48,0.48,2026-08-30,0922,N20,nominal,2.0NRT,280.94,3.84,N
44.83395,-118.20461,324.52,0.48,0.48,2026-08-30,0922,N20,nominal,2.0NRT,280.08,3.84,N
44.82956,-118.20593,341.02,0.48,0.48,2026-08-30,0922,N20,nominal,2.0NRT,281.78,3.84,N
44.82999,-118.2116,308.47,0.48,0.48,2026-08-30,0922,N20,nominal,2.0NRT,276.4,3.84,N
44.82344,-118.24362,297.69,0.49,0.48,2026-08-30,0922,N20,nominal,2.0NRT,276.9,1.33,N
44.82264,-118.29258,302.34,0.49,0.48,2026-08-30,0922,N20,nominal,2.0NRT,276.85,2,N
44.8222,-118.28686,308.73,0.49,0.48,2026-08-30,0922,N20,nominal,2.0NRT,278.77,2.02,N
44.82175,-118.28085,304.61,0.49,0.48,2026-08-30,0922,N20,nominal,2.0NRT,278.39,2.02,N
45.03584,-122.0602,307.98,0.38,0.58,2026-08-30,0922,N20,nominal,2.0NRT,280.96,1.4,N
44.81778,-118.2881,307.58,0.49,0.48,2026-08-30,0922,N20,nominal,2.0NRT,279.01,2.02,N
44.81735,-118.28239,314.74,0.49,0.48,2026-08-30,0922,N20,nominal,2.0NRT,280.23,2.02,N
44.81205,-118.27177,297.43,0.49,0.48,2026-08-30,0922,N20,nominal,2.0NRT,277.32,1.25,N
44.81113,-118.25955,298.32,0.49,0.48,2026-08-30,0922,N20,nominal,2.0NRT,278.27,1.63,N
44.81013,-118.24619,303.11,0.49,0.48,2026-08-30,0922,N20,nominal,2.0NRT,278.79,2.19,N
44.8097,-118.24058,305.1,0.49,0.48,2026-08-30,0922,N20,nominal,2.0NRT,278.22,1.27,N
45.01915,-122.05018,326.21,0.38,0.58,2026-08-30,0922,N20,nominal,2.0NRT,281.29,2.69,N
45.01894,-122.04496,295.1,0.38,0.58,2026-08-30,0922,N20,nominal,2.0NRT,280.12,1.95,N
45.03386,-122.05785,296.03,0.38,0.58,2026-08-30,0922,N20,nominal,2.0NRT,280.18,0.41,N
45.0171,-122.04774,329.72,0.37,0.58,2026-08-30,0922,N20,nominal,2.0NRT,282.44,3.21,N
43.84647,-115.58975,299.7,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,279.31,0.8,N
43.83437,-115.58699,319.49,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,281.52,3.03,N
43.83188,-115.60109,323.5,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,281.58,2.76,N
43.83118,-115.59428,309.07,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,283.2,3.03,N
43.82807,-115.60232,327.1,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,281.37,2.38,N
43.82499,-115.61082,310.54,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,281.43,2.38,N
43.82426,-115.6036,299.22,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,281.29,2.38,N
43.82354,-115.59658,298.61,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,282.47,1.39,N
43.82285,-115.58978,298.93,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,284.26,1.39,N
43.82116,-115.61196,329.25,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,284.11,2.17,N
43.82044,-115.60483,301.61,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,281.96,2.17,N
43.81903,-115.59095,296,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,283.77,1.59,N
43.81735,-115.61322,303.21,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,283.69,2.17,N
43.81353,-115.61448,331.04,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,288.1,4.36,N
43.81422,-115.62121,300.09,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,282.32,2.84,N
43.8097,-115.61555,320.49,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,284.38,4.36,N
43.80585,-115.61644,338.21,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,284.52,4.88,N
43.80518,-115.60985,309.59,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,284.95,4.88,N
43.81645,-115.61319,305.22,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,283.7,4.36,N
43.81264,-115.61445,331.36,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,287.7,4.36,N
43.80881,-115.61546,343.45,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,286.72,8.23,N
43.80809,-115.60863,298.8,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,284.08,2.15,N
43.80428,-115.60983,309.66,0.54,0.42,2026-08-30,0922,N20,nominal,2.0NRT,284.3,2.15,N
42.68462,-111.59147,313.97,0.4,0.37,2026-08-30,0922,N20,nominal,2.0NRT,266.2,2.53,N
43.14651,-115.67091,301.03,0.53,0.42,2026-08-30,0922,N20,nominal,2.0NRT,268.35,0.99,N
43.41985,-123.52807,296.85,0.43,0.62,2026-08-30,0922,N20,nominal,2.0NRT,282.54,1.26,N
43.41416,-123.53047,325.34,0.43,0.62,2026-08-30,0922,N20,nominal,2.0NRT,282.29,1.26,N
43.41885,-123.52779,323.49,0.43,0.62,2026-08-30,0922,N20,nominal,2.0NRT,283.06,1.84,N
43.41904,-123.53262,299.23,0.43,0.62,2026-08-30,0922,N20,nominal,2.0NRT,282.55,1.84,N
41.69133,-110.36104,295.71,0.38,0.36,2026-08-30,0922,N20,nominal,2.0NRT,281.6,0.48,N
41.58529,-117.65564,337.16,0.42,0.45,2026-08-30,0924,N20,nominal,2.0NRT,282.5,5.53,N
41.58487,-117.65118,367,0.42,0.45,2026-08-30,0924,N20,high,2.0NRT,289.64,7.36,N
41.58446,-117.64669,313.81,0.42,0.45,2026-08-30,0924,N20,nominal,2.0NRT,282.78,7.36,N
41.58075,-117.65224,347.92,0.42,0.45,2026-08-30,0924,N20,nominal,2.0NRT,282.98,9.43,N
37.95542,-98.14521,343.53,0.45,0.63,2026-08-30,0924,N20,nominal,2.0NRT,293.54,6.27,N
41.58113,-117.65635,306.33,0.42,0.45,2026-08-30,0924,N20,nominal,2.0NRT,279.81,2.72,N
40.74601,-112.03633,301.5,0.39,0.36,2026-08-30,0924,N20,nominal,2.0NRT,286.35,0.43,N
39.89806,-108.33657,305.72,0.42,0.37,2026-08-30,0924,N20,nominal,2.0NRT,283.33,0.62,N
36.19381,-95.81339,308.32,0.67,0.73,2026-08-30,0924,N20,nominal,2.0NRT,292.18,1.4,N
36.19672,-95.81172,308.59,0.67,0.73,2026-08-30,0924,N20,nominal,2.0NRT,292.04,1.78,N
36.52021,-97.83834,312.27,0.51,0.66,2026-08-30,0924,N20,nominal,2.0NRT,292.02,1.58,N
40.13254,-122.31328,298.84,0.35,0.57,2026-08-30,0924,N20,nominal,2.0NRT,286.56,0.3,N
35.23882,-96.11805,304.52,0.69,0.74,2026-08-30,0924,N20,nominal,2.0NRT,292.15,2.08,N
35.2367,-96.11115,307.58,0.69,0.74,2026-08-30,0924,N20,nominal,2.0NRT,292.36,3.23,N
35.23235,-96.1208,310.92,0.69,0.74,2026-08-30,0924,N20,nominal,2.0NRT,292.13,2.08,N
38.93724,-112.81542,309.88,0.4,0.37,2026-08-30,0924,N20,nominal,2.0NRT,285.31,1.29,N
39.62071,-119.26308,298.45,0.48,0.48,2026-08-30,0924,N20,nominal,2.0NRT,285.26,1,N
34.51093,-95.32789,314.48,0.79,0.78,2026-08-30,0924,N20,nominal,2.0NRT,291.56,4.05,N
34.50565,-95.31129,316.91,0.79,0.78,2026-08-30,0924,N20,nominal,2.0NRT,291.37,6.98,N
34.49618,-95.30588,305.44,0.79,0.78,2026-08-30,0924,N20,nominal,2.0NRT,291.03,2.58,N
34.48935,-95.30875,316.04,0.79,0.78,2026-08-30,0924,N20,nominal,2.0NRT,291.51,4.5,N
34.51338,-95.32436,312.99,0.79,0.78,2026-08-30,0924,N20,nominal,2.0NRT,291.9,3.91,N
34.50151,-95.31107,307.79,0.79,0.78,2026-08-30,0924,N20,nominal,2.0NRT,291.17,4.03,N
34.49207,-95.30556,319.76,0.8,0.78,2026-08-30,0924,N20,nominal,2.0NRT,291.4,4.03,N
35.95413,-101.88084,305.55,0.32,0.55,2026-08-30,0924,N20,nominal,2.0NRT,290.44,1.01,N
35.70124,-101.36248,305.96,0.35,0.57,2026-08-30,0924,N20,nominal,2.0NRT,294.72,1.43,N
35.69628,-101.36449,307.51,0.35,0.57,2026-08-30,0924,N20,nominal,2.0NRT,294.62,1.43,N
34.80876,-99.46976,304.33,0.47,0.64,2026-08-30,0924,N20,nominal,2.0NRT,292.49,0.91,N
38.01496,-122.11615,300.22,0.33,0.55,2026-08-30,0924,N20,nominal,2.0NRT,289.48,1.55,N
37.3421,-120.68423,327.65,0.54,0.51,2026-08-30,0924,N20,nominal,2.0NRT,285.83,2.92,N
37.33743,-120.68488,338.86,0.54,0.51,2026-08-30,0924,N20,nominal,2.0NRT,286.34,8.14,N
37.33973,-120.6856,336.8,0.54,0.51,2026-08-30,0924,N20,nominal,2.0NRT,286.33,7.73,N
36.28566,-113.1596,300.81,0.39,0.36,2026-08-30,0924,N20,nominal,2.0NRT,288.37,2.07,N
36.28502,-113.15534,310.18,0.39,0.36,2026-08-30,0924,N20,nominal,2.0NRT,289.36,2.07,N
36.28236,-113.16034,330.09,0.39,0.36,2026-08-30,0924,N20,nominal,2.0NRT,289.28,2.07,N
36.28173,-113.15608,340.96,0.39,0.36,2026-08-30,0924,N20,nominal,2.0NRT,292.17,2.07,N
36.27843,-113.15681,341.25,0.39,0.36,2026-08-30,0924,N20,nominal,2.0NRT,293.12,2.28,N
36.27969,-113.16532,301.23,0.39,0.36,2026-08-30,0924,N20,nominal,2.0NRT,287.91,0.64,N
36.27906,-113.16107,303.58,0.39,0.36,2026-08-30,0924,N20,nominal,2.0NRT,288.54,2.28,N
36.27576,-113.1618,330.32,0.39,0.36,2026-08-30,0924,N20,nominal,2.0NRT,290.31,2.28,N
36.27703,-113.1703,310.19,0.39,0.36,2026-08-30,0924,N20,nominal,2.0NRT,287.8,0.64,N
36.27639,-113.16605,304.34,0.39,0.36,2026-08-30,0924,N20,nominal,2.0NRT,288.44,0.64,N
36.27513,-113.15755,311.59,0.39,0.36,2026-08-30,0924,N20,nominal,2.0NRT,289.28,2.28,N
36.27373,-113.17107,306.73,0.39,0.36,2026-08-30,0924,N20,nominal,2.0NRT,288.21,2.09,N
36.27309,-113.16679,317.86,0.39,0.36,2026-08-30,0924,N20,nominal,2.0NRT,289.31,2.09,N
36.27246,-113.16254,317.81,0.39,0.36,2026-08-30,0924,N20,nominal,2.0NRT,288.58,1.36,N
36.27044,-113.17182,339.79,0.39,0.36,2026-08-30,0924,N20,nominal,2.0NRT,290.8,2.09,N
36.2698,-113.16754,315.42,0.39,0.36,2026-08-30,0924,N20,nominal,2.0NRT,289.16,2.09,N
36.38489,-114.87646,312.25,0.42,0.38,2026-08-30,0924,N20,nominal,2.0NRT,291.92,2.31,N
36.35765,-114.91106,312.93,0.43,0.38,2026-08-30,0924,N20,nominal,2.0NRT,291.28,2.29,N
32.45962,-97.04417,314.17,0.73,0.76,2026-08-30,0924,N20,nominal,2.0NRT,292.41,3.09,N
32.45949,-97.04507,309.81,0.73,0.76,2026-08-30,0924,N20,nominal,2.0NRT,292.6,4.03,N
34.68672,-106.43052,338.86,0.39,0.44,2026-08-30,0924,N20,nominal,2.0NRT,289.76,6.49,N
34.68753,-106.4344,304.52,0.39,0.44,2026-08-30,0924,N20,nominal,2.0NRT,287.68,2.8,N
34.6792,-106.4346,304.86,0.39,0.44,2026-08-30,0924,N20,nominal,2.0NRT,286.98,0.73,N
34.67841,-106.43088,298.17,0.39,0.44,2026-08-30,0924,N20,nominal,2.0NRT,286.75,0.73,N
34.67457,-106.43247,299.07,0.39,0.44,2026-08-30,0924,N20,nominal,2.0NRT,285.85,0.44,N
32.24696,-97.55283,303.11,0.69,0.74,2026-08-30,0924,N20,nominal,2.0NRT,292.83,0.95,N
32.24492,-97.55338,303.63,0.69,0.75,2026-08-30,0924,N20,nominal,2.0NRT,292.14,1.14,N
35.51665,-113.31702,310.18,0.39,0.36,2026-08-30,0924,N20,nominal,2.0NRT,290.16,1.37,N
35.51601,-113.31276,310.17,0.39,0.36,2026-08-30,0924,N20,nominal,2.0NRT,291.75,1.44,N
36.29272,-121.77957,330.65,0.61,0.53,2026-08-30,0924,N20,nominal,2.0NRT,289.61,3.46,N
36.29217,-121.77225,318.16,0.61,0.53,2026-08-30,0924,N20,nominal,2.0NRT,289.16,3.46,N
36.28775,-121.77937,307.14,0.61,0.53,2026-08-30,0924,N20,nominal,2.0NRT,289.63,3.46,N
36.21442,-121.62537,302.91,0.59,0.53,2026-08-30,0924,N20,nominal,2.0NRT,287.82,0.93,N
36.21408,-121.68381,303.35,0.6,0.53,2026-08-30,0924,N20,nominal,2.0NRT,288.15,0.62,N
33.03458,-102.93749,305.12,0.33,0.55,2026-08-30,0926,N20,nominal,2.0NRT,293.74,0.5,N
35.95749,-121.43139,352.17,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,295.23,11.77,N
35.95692,-121.42423,348.8,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,298.65,6.55,N
35.95411,-121.45007,320.07,0.58,0.52,2026-08-30,0926,N20,nominal,2.0NRT,291.15,3.81,N
35.95284,-121.43388,340.16,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,294.5,11.77,N
35.94923,-121.38857,321.67,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,289.27,2.56,N
35.95217,-121.42545,316.74,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,292.77,6.55,N
35.95162,-121.41853,311.54,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,291.37,6.55,N
35.95115,-121.41254,313.82,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,291.36,1.95,N
35.95067,-121.40652,310.87,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,290.3,1.95,N
35.9497,-121.39447,299.58,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,288.6,1.85,N
35.94878,-121.38294,307.97,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,287.6,2.56,N
35.94942,-121.45217,355.22,0.58,0.52,2026-08-30,0926,N20,nominal,2.0NRT,295.96,17.17,N
35.94881,-121.44441,314.97,0.58,0.52,2026-08-30,0926,N20,nominal,2.0NRT,292.41,4.39,N
35.94817,-121.4362,315.08,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,294.15,4.39,N
35.94681,-121.41889,302.61,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,291.04,2.7,N
35.94441,-121.38863,300.42,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,289.15,0.96,N
35.9315,-121.34783,306.7,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,288.34,2.49,N
35.93566,-121.46261,305.37,0.58,0.52,2026-08-30,0926,N20,nominal,2.0NRT,288.18,1.52,N
35.92192,-121.34871,299.83,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,289.64,1.98,N
35.92607,-121.46418,324.47,0.58,0.52,2026-08-30,0926,N20,nominal,2.0NRT,287.91,2.93,N
35.91953,-121.37966,336.41,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,290.44,3.93,N
35.92537,-121.45494,303.3,0.58,0.52,2026-08-30,0926,N20,nominal,2.0NRT,289.45,2.93,N
35.91892,-121.3718,310.87,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,289.86,3.93,N
35.91707,-121.3483,309.85,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,290.57,1.98,N
35.91659,-121.34211,308.73,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,289.4,1.95,N
35.91222,-121.34786,302.29,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,290.24,2.45,N
35.91005,-121.38217,340.31,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,293.95,48.79,N
35.90946,-121.37441,341.66,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,304.84,48.79,N
35.90745,-121.34856,320.27,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,290.37,2.45,N
35.90886,-121.36652,318.79,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,291.61,4.47,N
35.90836,-121.36014,307.36,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,290.24,4.47,N
35.90697,-121.34234,305.45,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,288.86,2.12,N
35.9053,-121.38322,345.15,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,296.6,6.81,N
35.90472,-121.37556,321.93,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,293.08,6.81,N
35.90208,-121.40418,325.07,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,294.12,4.19,N
35.90046,-121.38294,336.14,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,295.83,6.81,N
35.89557,-121.38212,325.74,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,295.43,5.61,N
35.89499,-121.37441,342.05,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,294.11,5.61,N
35.90094,-121.45288,306.96,0.58,0.52,2026-08-30,0926,N20,nominal,2.0NRT,287.38,6.72,N
35.89718,-121.40335,311.23,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,294.48,2.56,N
35.89683,-121.46288,333.76,0.58,0.52,2026-08-30,0926,N20,nominal,2.0NRT,286.77,7.89,N
35.89625,-121.4552,344.79,0.58,0.52,2026-08-30,0926,N20,nominal,2.0NRT,291.04,6.72,N
35.89123,-121.38854,329.68,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,294.63,7.12,N
35.89016,-121.37439,331.78,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,296.26,5.61,N
35.88967,-121.36797,338.98,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,294.1,7.73,N
35.89573,-121.44827,304.6,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,286.16,6.72,N
35.8923,-121.4026,306.49,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,292.98,2.56,N
35.89072,-121.38184,311.46,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,295.03,5.61,N
34.77995,-112.0854,305.1,0.39,0.36,2026-08-30,0926,N20,nominal,2.0NRT,290.26,0.52,N
35.91208,-121.34882,300.91,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,289.75,2.3,N
35.91016,-121.38324,323.9,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,292.36,6.79,N
35.90952,-121.37576,332.93,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,306.95,51.01,N
35.90884,-121.36771,338.51,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,294.07,51.01,N
35.9068,-121.34334,323.41,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,290.27,2.3,N
35.90829,-121.36105,307.67,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,290.52,4.06,N
35.90733,-121.34956,312.71,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,289.87,2.3,N
35.90541,-121.38435,340.33,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,295.36,7.35,N
35.90479,-121.37695,326.22,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,294.42,4.24,N
35.9041,-121.36868,302.07,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,290.01,4.24,N
35.90233,-121.40534,322.58,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,293.99,3.98,N
35.90055,-121.38403,333.48,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,295.73,7.35,N
35.89565,-121.38317,325.6,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,294.68,3.69,N
35.89502,-121.37566,341.97,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,295.51,8.3,N
35.89742,-121.40448,315.13,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,294.48,2.65,N
35.89683,-121.45601,353.99,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,294.16,12.2,N
35.89135,-121.38956,322.13,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,293.97,3.69,N
35.89019,-121.37559,327.01,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,295.48,8.3,N
35.88963,-121.3688,342.56,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,295.25,8.3,N
35.89747,-121.46382,307.53,0.58,0.52,2026-08-30,0926,N20,nominal,2.0NRT,285.83,12.2,N
35.89626,-121.44913,302.76,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,285.78,3.48,N
35.89251,-121.40369,307.77,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,292.58,2.65,N
35.89079,-121.38283,315.75,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,295.44,3.69,N
35.8854,-121.37605,327.77,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,297.61,7.17,N
35.88483,-121.36919,330.96,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,298.47,7.17,N
35.88439,-121.3638,343.62,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,299.24,14.91,N
35.88704,-121.39599,310.06,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,292.89,3.17,N
35.88651,-121.3895,306.66,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,293.24,5.3,N
35.88598,-121.38312,312.96,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,295.71,5.3,N
35.88179,-121.39091,325.92,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,292.82,5.3,N
35.88127,-121.38461,353.57,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,296.48,5.3,N
35.88005,-121.3698,342.66,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,297.11,7.17,N
35.87958,-121.36404,347.98,0.57,0.52,2026-08-30,0926,N20,nominal,2.0NRT,293.19,14.91,N
32.53689,-101.67365,320.66,0.4,0.6,2026-08-30,0926,N20,nominal,2.0NRT,293.22,1.77,N
32.46116,-101.40314,309.37,0.42,0.61,2026-08-30,0926,N20,nominal,2.0NRT,293.29,0.82,N
32.75903,-102.68384,305.36,0.35,0.57,2026-08-30,0926,N20,nominal,2.0NRT,295.04,0.78,N
32.41122,-101.63943,312.09,0.41,0.6,2026-08-30,0926,N20,nominal,2.0NRT,293.31,1.01,N
32.0372,-100.27143,303.31,0.5,0.65,2026-08-30,0926,N20,nominal,2.0NRT,291.59,1.03,N
32.28144,-101.40841,308.72,0.42,0.61,2026-08-30,0926,N20,nominal,2.0NRT,294.89,1.49,N
32.0492,-100.68389,303.95,0.47,0.64,2026-08-30,0926,N20,nominal,2.0NRT,293.03,0.41,N
32.24987,-101.58213,304.95,0.41,0.61,2026-08-30,0926,N20,nominal,2.0NRT,292.78,0.59,N
32.24981,-101.58044,306.32,0.41,0.61,2026-08-30,0926,N20,nominal,2.0NRT,293.09,0.43,N
32.19713,-101.44303,303.43,0.42,0.61,2026-08-30,0926,N20,nominal,2.0NRT,293.41,0.65,N
32.70092,-103.78748,309.21,0.6,0.53,2026-08-30,0926,N20,nominal,2.0NRT,293.74,1.05,N
31.97003,-101.76671,310.29,0.41,0.61,2026-08-30,0926,N20,nominal,2.0NRT,292.92,1.59,N
31.97492,-101.76443,306.52,0.41,0.61,2026-08-30,0926,N20,nominal,2.0NRT,292.9,0.86,N
31.96956,-101.76631,304.98,0.41,0.61,2026-08-30,0926,N20,nominal,2.0NRT,293.12,0.86,N
31.85472,-101.77332,303.63,0.41,0.61,2026-08-30,0926,N20,nominal,2.0NRT,293.44,0.62,N
31.84288,-101.79581,306.3,0.41,0.61,2026-08-30,0926,N20,nominal,2.0NRT,293.08,1.38,N
