latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
19.43582,-92.03522,298.91,0.39,0.36,2026-08-30,0748,N20,nominal,2.0NRT,266.95,0.97,N
32.49478,-86.8626,330.72,0.39,0.36,2026-08-30,0744,N20,nominal,2.0NRT,292.9,2.39,N
32.49546,-86.86672,310.31,0.39,0.36,2026-08-30,0744,N20,nominal,2.0NRT,292.63,2.39,N
19.42544,-92.07841,314.87,0.39,0.36,2026-08-30,0748,N20,nominal,2.0NRT,276.58,2.19,N
32.17665,-85.02898,305.81,0.43,0.38,2026-08-30,0744,N20,nominal,2.0NRT,293.12,1.15,N
19.39931,-92.04137,330.34,0.39,0.36,2026-08-30,0748,N20,nominal,2.0NRT,276.47,3.21,N
32.56134,-88.6786,303.67,0.39,0.36,2026-08-30,0744,N20,nominal,2.0NRT,292.66,0.4,N
19.396,-92.04194,327.86,0.39,0.36,2026-08-30,0748,N20,nominal,2.0NRT,280.16,3.21,N
32.45288,-87.97536,305.04,0.38,0.36,2026-08-30,0744,N20,nominal,2.0NRT,294.49,1.06,N
19.39656,-92.0456,305.03,0.39,0.36,2026-08-30,0748,N20,nominal,2.0NRT,279.49,3.88,N
32.02514,-87.3262,309.31,0.39,0.36,2026-08-30,0744,N20,nominal,2.0NRT,292.95,0.71,N
19.39269,-92.0425,327.63,0.39,0.36,2026-08-30,0748,N20,nominal,2.0NRT,283.31,7.13,N
19.39325,-92.04617,308.45,0.39,0.36,2026-08-30,0748,N20,nominal,2.0NRT,276.77,4.71,N
32.91197,-94.47686,307.79,0.43,0.46,2026-08-30,0744,N20,nominal,2.0NRT,293.48,0.66,N
32.42244,-90.38528,307.27,0.42,0.38,2026-08-30,0744,N20,nominal,2.0NRT,292.61,0.9,N
20.38545,-99.6929,317.36,0.32,0.54,2026-08-30,0748,N20,nominal,2.0NRT,285.65,1.68,N
32.9121,-94.47826,308.94,0.43,0.46,2026-08-30,0744,N20,nominal,2.0NRT,293.08,0.74,N
19.24193,-92.25558,307.84,0.39,0.36,2026-08-30,0748,N20,nominal,2.0NRT,269.48,1.67,N
32.31494,-90.13741,308.87,0.41,0.37,2026-08-30,0744,N20,nominal,2.0NRT,294.43,1.08,N
20.05367,-99.29213,299.69,0.59,0.53,2026-08-30,0748,N20,nominal,2.0NRT,281.67,1.6,N
32.31433,-90.13306,314.38,0.41,0.37,2026-08-30,0744,N20,nominal,2.0NRT,294.64,1.08,N
20.04881,-99.29266,308.61,0.59,0.53,2026-08-30,0748,N20,nominal,2.0NRT,284.26,1.6,N
20.05042,-99.29342,318.1,0.59,0.53,2026-08-30,0748,N20,nominal,2.0NRT,283.95,2.48,N
33.10721,-98.32104,308.83,0.36,0.58,2026-08-30,0744,N20,nominal,2.0NRT,296.09,1.47,N
31.58145,-87.49153,308.73,0.39,0.36,2026-08-30,0744,N20,nominal,2.0NRT,294.21,1.76,N
20.03322,-99.27203,308.02,0.59,0.53,2026-08-30,0748,N20,nominal,2.0NRT,284.05,1.46,N
19.34489,-96.70645,308.67,0.4,0.44,2026-08-30,0748,N20,nominal,2.0NRT,289.1,1.45,N
30.62627,-83.22211,296.66,0.54,0.42,2026-08-30,0744,N20,nominal,2.0NRT,272.82,1.56,N
32.69893,-103.79398,307.03,0.75,0.77,2026-08-30,0744,N20,nominal,2.0NRT,292.9,1.16,N
18.3951,-92.82707,296.33,0.4,0.37,2026-08-30,0748,N20,nominal,2.0NRT,268.08,0.33,N
32.70241,-103.79366,307.81,0.75,0.77,2026-08-30,0744,N20,nominal,2.0NRT,292.45,1.31,N
18.39176,-92.82763,312.61,0.4,0.37,2026-08-30,0748,N20,nominal,2.0NRT,269.49,0.88,N
18.0913,-92.76933,299.59,0.39,0.36,2026-08-30,0748,N20,nominal,2.0NRT,270.14,0.87,N
31.16248,-87.98028,314.61,0.38,0.36,2026-08-30,0744,N20,nominal,2.0NRT,293.15,1.28,N
31.15591,-87.9817,307.31,0.38,0.36,2026-08-30,0744,N20,nominal,2.0NRT,293.67,0.84,N
18.08796,-92.76988,305.19,0.39,0.36,2026-08-30,0748,N20,nominal,2.0NRT,270.57,0.87,N
18.51028,-96.14517,306.47,0.54,0.42,2026-08-30,0748,N20,nominal,2.0NRT,281.58,0.82,N
31.15528,-87.97771,310.45,0.38,0.36,2026-08-30,0744,N20,nominal,2.0NRT,293.72,1.59,N
31.14999,-87.98711,326.19,0.38,0.36,2026-08-30,0744,N20,nominal,2.0NRT,295.08,2.79,N
18.50961,-96.14007,298.28,0.54,0.42,2026-08-30,0748,N20,nominal,2.0NRT,280.88,0.82,N
31.14278,-87.98454,307.3,0.38,0.36,2026-08-30,0744,N20,nominal,2.0NRT,292.53,1.19,N
18.5064,-96.14575,330.66,0.54,0.42,2026-08-30,0748,N20,nominal,2.0NRT,283.99,3.71,N
18.50574,-96.14065,309.03,0.54,0.42,2026-08-30,0748,N20,nominal,2.0NRT,283.39,3.71,N
32.53659,-101.67577,319.04,0.56,0.69,2026-08-30,0744,N20,nominal,2.0NRT,293.44,1.79,N
32.24581,-97.55489,312.36,0.32,0.55,2026-08-30,0744,N20,nominal,2.0NRT,294.61,0.99,N
18.20534,-94.00603,323.36,0.43,0.38,2026-08-30,0748,N20,nominal,2.0NRT,266.29,1.93,N
32.24554,-97.55154,305.05,0.32,0.55,2026-08-30,0744,N20,nominal,2.0NRT,294.76,0.99,N
18.1322,-94.2027,298.23,0.43,0.38,2026-08-30,0748,N20,nominal,2.0NRT,276.01,0.58,N
32.41162,-101.64349,308.13,0.56,0.69,2026-08-30,0744,N20,nominal,2.0NRT,293.01,1.26,N
18.13624,-94.35719,301.03,0.44,0.38,2026-08-30,0748,N20,nominal,2.0NRT,264.16,0.62,N
18.09226,-94.04793,313.14,0.43,0.38,2026-08-30,0748,N20,nominal,2.0NRT,268.2,1.37,N
31.00881,-88.18947,304.73,0.38,0.36,2026-08-30,0744,N20,nominal,2.0NRT,291.88,0.39,N
17.90271,-93.18529,338.17,0.4,0.37,2026-08-30,0748,N20,nominal,2.0NRT,265.67,5.52,N
32.06564,-96.8721,305.52,0.58,0.52,2026-08-30,0744,N20,nominal,2.0NRT,295.07,2.01,N
30.94607,-88.01202,328.83,0.38,0.36,2026-08-30,0744,N20,nominal,2.0NRT,287.01,1.22,N
17.90215,-93.18154,328.66,0.4,0.37,2026-08-30,0748,N20,nominal,2.0NRT,264.4,2.94,N
17.89935,-93.18584,317.07,0.4,0.37,2026-08-30,0748,N20,nominal,2.0NRT,264.08,5.52,N
30.94544,-88.00803,307.68,0.38,0.36,2026-08-30,0744,N20,nominal,2.0NRT,286.8,1.22,N
30.94279,-88.01273,304.55,0.38,0.36,2026-08-30,0744,N20,nominal,2.0NRT,285.91,1.22,N
17.89878,-93.18209,302.22,0.4,0.37,2026-08-30,0748,N20,nominal,2.0NRT,263.64,2.94,N
17.89598,-93.18639,306.11,0.4,0.37,2026-08-30,0748,N20,nominal,2.0NRT,264.49,2.88,N
30.93951,-88.01343,338.14,0.38,0.36,2026-08-30,0744,N20,nominal,2.0NRT,289.08,4.09,N
32.21552,-101.9206,303.59,0.58,0.7,2026-08-30,0744,N20,nominal,2.0NRT,293.27,0.96,N
17.89261,-93.18695,334.03,0.4,0.37,2026-08-30,0748,N20,nominal,2.0NRT,264.7,2.88,N
17.89205,-93.18319,297.12,0.4,0.37,2026-08-30,0748,N20,nominal,2.0NRT,263.92,1.46,N
30.78996,-88.05684,306.73,0.38,0.36,2026-08-30,0744,N20,nominal,2.0NRT,293.01,0.77,N
17.89038,-93.19499,319.97,0.4,0.37,2026-08-30,0748,N20,nominal,2.0NRT,266.3,1.69,N
30.77383,-88.15003,310.31,0.38,0.36,2026-08-30,0744,N20,nominal,2.0NRT,282.18,0.9,N
17.84443,-93.11798,334.86,0.4,0.37,2026-08-30,0748,N20,nominal,2.0NRT,267.39,4.16,N
17.84498,-93.12173,305.08,0.4,0.37,2026-08-30,0748,N20,nominal,2.0NRT,266.38,4.16,N
32.0493,-100.6872,305.92,0.49,0.65,2026-08-30,0744,N20,nominal,2.0NRT,293.11,1.11,N
17.84387,-93.11425,318.84,0.4,0.37,2026-08-30,0748,N20,nominal,2.0NRT,265.25,2.74,N
17.84107,-93.11853,345.5,0.4,0.37,2026-08-30,0748,N20,nominal,2.0NRT,269.12,4.16,N
31.11154,-91.76003,311.24,0.46,0.39,2026-08-30,0744,N20,nominal,2.0NRT,294.18,1.45,N
31.97422,-101.76787,317.2,0.57,0.69,2026-08-30,0744,N20,nominal,2.0NRT,293.19,1.65,N
17.84163,-93.12228,308.34,0.4,0.37,2026-08-30,0748,N20,nominal,2.0NRT,267.3,4.16,N
17.84051,-93.11479,307.07,0.4,0.37,2026-08-30,0748,N20,nominal,2.0NRT,266.74,2.74,N
31.10857,-91.76543,311.91,0.46,0.39,2026-08-30,0744,N20,nominal,2.0NRT,294.1,1.2,N
17.83953,-93.12177,297.13,0.4,0.37,2026-08-30,0748,N20,nominal,2.0NRT,268.29,1.77,N
31.10438,-91.76131,309.19,0.46,0.39,2026-08-30,0744,N20,nominal,2.0NRT,293.92,1.2,N
17.83896,-93.11803,316.83,0.4,0.37,2026-08-30,0748,N20,nominal,2.0NRT,267.68,1.77,N
31.09723,-91.76257,318.25,0.46,0.39,2026-08-30,0744,N20,nominal,2.0NRT,294.2,1.58,N
17.92171,-93.76118,297.47,0.42,0.37,2026-08-30,0748,N20,nominal,2.0NRT,262.47,0.47,N
17.7914,-93.12202,317.74,0.4,0.37,2026-08-30,0748,N20,nominal,2.0NRT,272.71,1.81,N
31.97239,-101.76942,311.68,0.57,0.69,2026-08-30,0744,N20,nominal,2.0NRT,293.15,2.18,N
17.75713,-92.91817,345.38,0.39,0.37,2026-08-30,0748,N20,nominal,2.0NRT,285.21,11.62,N
31.84397,-101.79987,312.38,0.57,0.69,2026-08-30,0744,N20,nominal,2.0NRT,293.26,2.37,N
31.84367,-101.79383,308.51,0.57,0.69,2026-08-30,0744,N20,nominal,2.0NRT,293.66,2.02,N
17.75323,-92.91503,316.72,0.39,0.37,2026-08-30,0748,N20,nominal,2.0NRT,283.14,2.25,N
31.35129,-96.16966,308.94,0.52,0.5,2026-08-30,0744,N20,nominal,2.0NRT,294.5,1.9,N
17.75267,-92.91134,318.24,0.39,0.37,2026-08-30,0748,N20,nominal,2.0NRT,283.41,2.25,N
29.08191,-82.09711,303.8,0.44,0.46,2026-08-30,0744,N20,nominal,2.0NRT,288.36,0.62,N
17.72822,-93.04459,297.91,0.4,0.37,2026-08-30,0748,N20,nominal,2.0NRT,275.01,0.56,N
31.62353,-101.82377,310.98,0.57,0.69,2026-08-30,0744,N20,nominal,2.0NRT,292.42,1.81,N
17.78866,-95.3453,309.81,0.48,0.4,2026-08-30,0748,N20,nominal,2.0NRT,291.83,0.94,N
30.58607,-91.24353,307.61,0.43,0.38,2026-08-30,0744,N20,nominal,2.0NRT,295.29,1.09,N
30.58547,-91.23904,308.13,0.43,0.38,2026-08-30,0744,N20,nominal,2.0NRT,295.23,1.09,N
30.58461,-91.24197,319.58,0.43,0.38,2026-08-30,0744,N20,nominal,2.0NRT,295.77,2.31,N
30.55881,-91.20998,306.95,0.43,0.38,2026-08-30,0744,N20,nominal,2.0NRT,295.61,1.14,N
31.56833,-103.22723,304.3,0.69,0.74,2026-08-30,0744,N20,nominal,2.0NRT,294.12,1.01,N
31.46338,-101.60513,304.01,0.55,0.68,2026-08-30,0744,N20,nominal,2.0NRT,292.37,0.6,N
30.48385,-91.18257,309.18,0.43,0.38,2026-08-30,0744,N20,nominal,2.0NRT,297.62,2.71,N
30.48324,-91.17812,310.37,0.43,0.38,2026-08-30,0744,N20,nominal,2.0NRT,298.01,2.7,N
31.46031,-101.60539,303.93,0.55,0.68,2026-08-30,0744,N20,nominal,2.0NRT,292.5,0.72,N
30.40277,-90.91589,305.63,0.42,0.38,2026-08-30,0744,N20,nominal,2.0NRT,293.67,0.45,N
30.33556,-90.71156,304.41,0.41,0.37,2026-08-30,0744,N20,nominal,2.0NRT,292.91,0.45,N
31.35725,-102.1157,304.73,0.59,0.7,2026-08-30,0744,N20,nominal,2.0NRT,292.81,1.05,N
30.3289,-91.24273,308.89,0.43,0.38,2026-08-30,0744,N20,nominal,2.0NRT,296.83,1.67,N
30.33029,-91.27901,308.18,0.43,0.38,2026-08-30,0744,N20,nominal,2.0NRT,295.65,1.31,N
30.32482,-91.23891,314.29,0.43,0.38,2026-08-30,0744,N20,nominal,2.0NRT,296.59,2.83,N
31.36077,-103.22952,316.22,0.68,0.74,2026-08-30,0744,N20,nominal,2.0NRT,294.1,2.48,N
31.0699,-99.03243,310.56,0.38,0.59,2026-08-30,0744,N20,nominal,2.0NRT,293.93,0.92,N
31.07397,-99.03432,305.06,0.38,0.59,2026-08-30,0744,N20,nominal,2.0NRT,293.33,1.02,N
31.07366,-99.03027,309.81,0.38,0.59,2026-08-30,0744,N20,nominal,2.0NRT,294.09,1.14,N
30.18948,-90.99129,313.75,0.42,0.38,2026-08-30,0744,N20,nominal,2.0NRT,294.85,2.41,N
31.26886,-103.18206,304.65,0.68,0.74,2026-08-30,0744,N20,nominal,2.0NRT,294.37,0.7,N
31.24831,-103.18329,309.22,0.68,0.74,2026-08-30,0744,N20,nominal,2.0NRT,293.99,1.23,N
30.06092,-90.59805,307.32,0.41,0.37,2026-08-30,0744,N20,nominal,2.0NRT,294.8,2.72,N
30.0535,-90.67191,310.8,0.41,0.37,2026-08-30,0744,N20,nominal,2.0NRT,293.33,1.97,N
30.00479,-90.40514,307.05,0.4,0.37,2026-08-30,0744,N20,nominal,2.0NRT,294.5,1.26,N
30.00142,-90.40578,308.9,0.4,0.37,2026-08-30,0744,N20,nominal,2.0NRT,295.71,1.26,N
30.00082,-90.40162,314.29,0.4,0.37,2026-08-30,0744,N20,nominal,2.0NRT,296.56,1.26,N
29.99625,-90.39394,310,0.4,0.37,2026-08-30,0744,N20,nominal,2.0NRT,295.72,2.38,N
29.93444,-89.97034,309.92,0.4,0.37,2026-08-30,0744,N20,nominal,2.0NRT,296.31,1.14,N
29.99467,-90.40707,312.71,0.4,0.37,2026-08-30,0744,N20,nominal,2.0NRT,294.56,2.4,N
30.34468,-94.06439,308.23,0.38,0.43,2026-08-30,0744,N20,nominal,2.0NRT,294.59,1.87,N
30.24424,-93.27571,309.07,0.52,0.42,2026-08-30,0744,N20,nominal,2.0NRT,296.47,2.43,N
30.24042,-93.27634,309.3,0.52,0.42,2026-08-30,0744,N20,nominal,2.0NRT,296.26,2.28,N
30.18154,-93.32648,308.56,0.52,0.42,2026-08-30,0744,N20,nominal,2.0NRT,296.34,4.44,N
30.1478,-93.33749,320.34,0.52,0.42,2026-08-30,0744,N20,nominal,2.0NRT,295.01,3.15,N
29.5967,-89.89027,313.49,0.39,0.36,2026-08-30,0744,N20,nominal,2.0NRT,294.14,1.6,N
30.08454,-94.07775,307.8,0.57,0.43,2026-08-30,0746,N20,nominal,2.0NRT,294.17,3.49,N
30.01474,-94.03438,306.21,0.57,0.43,2026-08-30,0746,N20,nominal,2.0NRT,293.87,2.14,N
29.68589,-91.47415,308.39,0.43,0.38,2026-08-30,0746,N20,nominal,2.0NRT,295.88,1.66,N
29.96637,-93.89349,309.57,0.56,0.43,2026-08-30,0746,N20,nominal,2.0NRT,295.8,3.1,N
29.95391,-93.88957,309.63,0.56,0.43,2026-08-30,0746,N20,nominal,2.0NRT,293.88,3.27,N
29.95465,-93.89037,309.51,0.56,0.43,2026-08-30,0746,N20,nominal,2.0NRT,294.09,2.35,N
29.83565,-93.96341,323.2,0.56,0.43,2026-08-30,0746,N20,nominal,2.0NRT,294.55,5.18,N
29.80066,-93.77072,310.74,0.55,0.42,2026-08-30,0746,N20,nominal,2.0NRT,292.92,0.85,N
30.35262,-100.13358,328.7,0.44,0.62,2026-08-30,0746,N20,nominal,2.0NRT,293.3,3.03,N
30.34687,-100.13416,330.94,0.44,0.62,2026-08-30,0746,N20,nominal,2.0NRT,293.09,3.24,N
29.76059,-93.86964,307.66,0.55,0.43,2026-08-30,0746,N20,nominal,2.0NRT,294.37,2.67,N
29.758,-93.88171,316.03,0.55,0.43,2026-08-30,0746,N20,nominal,2.0NRT,294.5,3.82,N
29.74743,-95.01765,308.45,0.43,0.46,2026-08-30,0746,N20,nominal,2.0NRT,295.27,3.1,N
29.74697,-95.01323,310.79,0.43,0.46,2026-08-30,0746,N20,nominal,2.0NRT,295.62,3.1,N
29.74558,-95.00002,311.64,0.42,0.46,2026-08-30,0746,N20,nominal,2.0NRT,296.19,3.93,N
29.74846,-94.99694,309.24,0.42,0.45,2026-08-30,0746,N20,nominal,2.0NRT,295.02,2.93,N
29.74624,-95.01513,313.16,0.42,0.46,2026-08-30,0746,N20,nominal,2.0NRT,295.82,2.94,N
29.74123,-95.12399,312.5,0.43,0.46,2026-08-30,0746,N20,nominal,2.0NRT,294.4,3.19,N
29.738,-95.13355,312.84,0.43,0.46,2026-08-30,0746,N20,nominal,2.0NRT,293.93,2.18,N
29.7372,-95.16551,309.65,0.43,0.46,2026-08-30,0746,N20,nominal,2.0NRT,294.21,1.65,N
29.72388,-95.12194,309.87,0.43,0.46,2026-08-30,0746,N20,nominal,2.0NRT,296.21,2.63,N
29.62204,-95.05344,310.85,0.43,0.46,2026-08-30,0746,N20,nominal,2.0NRT,293.95,2.58,N
29.61494,-95.02769,313.32,0.42,0.46,2026-08-30,0746,N20,nominal,2.0NRT,294.21,2.19,N
29.37877,-94.90888,309.27,0.42,0.45,2026-08-30,0746,N20,nominal,2.0NRT,294.9,2.28,N
29.37797,-94.93953,310.85,0.42,0.45,2026-08-30,0746,N20,nominal,2.0NRT,296.27,2.43,N
29.37605,-94.92233,311.13,0.42,0.45,2026-08-30,0746,N20,nominal,2.0NRT,296.81,2.61,N
29.37049,-94.9101,313,0.42,0.45,2026-08-30,0746,N20,nominal,2.0NRT,297.26,3.16,N
29.68169,-98.18423,311.95,0.33,0.55,2026-08-30,0746,N20,nominal,2.0NRT,293.07,0.85,N
29.67662,-98.185,304.92,0.33,0.55,2026-08-30,0746,N20,nominal,2.0NRT,293.37,0.85,N
29.06848,-95.75294,308.76,0.46,0.47,2026-08-30,0746,N20,nominal,2.0NRT,297.66,2.03,N
29.00464,-95.40549,307.46,0.44,0.46,2026-08-30,0746,N20,nominal,2.0NRT,296.57,2.04,N
28.98133,-95.34953,309.6,0.43,0.46,2026-08-30,0746,N20,nominal,2.0NRT,297.35,2.86,N
26.41757,-80.77403,306.58,0.6,0.53,2026-08-30,0746,N20,nominal,2.0NRT,287.93,1.66,N
26.4128,-80.77534,311.49,0.6,0.53,2026-08-30,0746,N20,nominal,2.0NRT,288.68,1.66,N
26.41883,-80.7733,300.5,0.6,0.53,2026-08-30,0746,N20,nominal,2.0NRT,287.56,1.86,N
26.41406,-80.77462,315.28,0.6,0.53,2026-08-30,0746,N20,nominal,2.0NRT,288.67,1.86,N
29.19739,-99.79345,312.29,0.41,0.6,2026-08-30,0746,N20,nominal,2.0NRT,292.18,1.24,N
28.95885,-97.83179,303.89,0.61,0.54,2026-08-30,0746,N20,nominal,2.0NRT,293.66,0.6,N
28.92308,-97.67896,318.27,0.6,0.53,2026-08-30,0746,N20,nominal,2.0NRT,294.1,2.25,N
28.93552,-97.86771,315.8,0.61,0.54,2026-08-30,0746,N20,nominal,2.0NRT,293.9,2.67,N
28.93494,-97.86136,316.4,0.61,0.54,2026-08-30,0746,N20,nominal,2.0NRT,294.31,2.39,N
28.9736,-98.91299,311.49,0.36,0.57,2026-08-30,0746,N20,nominal,2.0NRT,293.86,0.98,N
28.70019,-96.535,308.86,0.51,0.49,2026-08-30,0746,N20,nominal,2.0NRT,296,2.64,N
28.45868,-98.19264,306.44,0.64,0.54,2026-08-30,0746,N20,nominal,2.0NRT,294.55,2.21,N
28.459,-98.19239,305.49,0.64,0.54,2026-08-30,0746,N20,nominal,2.0NRT,294.3,1.79,N
28.45338,-98.18645,305.28,0.63,0.54,2026-08-30,0746,N20,nominal,2.0NRT,294.04,1.5,N
28.32071,-99.26953,315.58,0.37,0.58,2026-08-30,0746,N20,nominal,2.0NRT,293.48,1.4,N
28.05768,-97.43821,341.12,0.56,0.52,2026-08-30,0746,N20,nominal,2.0NRT,293.85,25.6,N
27.89198,-97.27435,307,0.55,0.51,2026-08-30,0746,N20,nominal,2.0NRT,291.21,2.52,N
26.6413,-97.96901,307.71,0.59,0.53,2026-08-30,0746,N20,nominal,2.0NRT,291.27,3.49,N
26.64074,-97.96308,312.06,0.59,0.53,2026-08-30,0746,N20,nominal,2.0NRT,291.31,3.03,N
26.63646,-97.96962,305.82,0.59,0.53,2026-08-30,0746,N20,nominal,2.0NRT,291.61,2.37,N
26.6359,-97.96368,309.04,0.59,0.53,2026-08-30,0746,N20,nominal,2.0NRT,291.43,1.83,N
26.63535,-97.95776,311.7,0.59,0.53,2026-08-30,0746,N20,nominal,2.0NRT,291.61,1.83,N
26.63051,-97.95837,307.25,0.59,0.53,2026-08-30,0746,N20,nominal,2.0NRT,291.53,1.83,N
26.64261,-97.97031,307.62,0.59,0.53,2026-08-30,0746,N20,nominal,2.0NRT,291.4,2,N
26.64201,-97.9644,313.23,0.59,0.53,2026-08-30,0746,N20,nominal,2.0NRT,291.65,2,N
26.63777,-97.97091,307.98,0.59,0.53,2026-08-30,0746,N20,nominal,2.0NRT,291.67,2.03,N
26.63717,-97.96499,306.61,0.59,0.53,2026-08-30,0746,N20,nominal,2.0NRT,291.62,2.03,N
26.63658,-97.95908,312.87,0.59,0.52,2026-08-30,0746,N20,nominal,2.0NRT,291.72,2.49,N
26.63174,-97.95968,313.31,0.59,0.52,2026-08-30,0746,N20,nominal,2.0NRT,291.34,2.49,N
26.36633,-98.76874,305.9,0.33,0.55,2026-08-30,0746,N20,nominal,2.0NRT,291.81,1.05,N
26.0554,-98.21519,311.21,0.6,0.53,2026-08-30,0746,N20,nominal,2.0NRT,293.11,0.75,N
26.05052,-98.21579,329.84,0.6,0.53,2026-08-30,0746,N20,nominal,2.0NRT,293.55,5.19,N
25.6954,-98.30962,317.47,0.6,0.53,2026-08-30,0746,N20,nominal,2.0NRT,291.93,3.33,N
25.69792,-98.30981,313.09,0.6,0.53,2026-08-30,0746,N20,nominal,2.0NRT,292.09,2.55,N
25.74564,-100.23898,308.71,0.4,0.6,2026-08-30,0746,N20,nominal,2.0NRT,291.13,2.31,N
25.67673,-99.4628,315.84,0.35,0.57,2026-08-30,0746,N20,nominal,2.0NRT,292.36,1.26,N
25.72316,-100.10701,305.02,0.39,0.59,2026-08-30,0746,N20,nominal,2.0NRT,290.84,0.72,N
25.72336,-100.30553,303.39,0.4,0.6,2026-08-30,0746,N20,nominal,2.0NRT,285.45,1.7,N
25.72302,-100.30154,308.11,0.4,0.6,2026-08-30,0746,N20,nominal,2.0NRT,289.34,2.28,N
25.70051,-100.29986,311.43,0.4,0.6,2026-08-30,0746,N20,nominal,2.0NRT,289.31,2.53,N
25.6982,-100.27197,304.64,0.4,0.6,2026-08-30,0746,N20,nominal,2.0NRT,287.89,1.66,N
25.59236,-99.94564,309.22,0.38,0.59,2026-08-30,0746,N20,nominal,2.0NRT,292.42,2.29,N
25.58087,-99.93932,312.77,0.38,0.59,2026-08-30,0746,N20,nominal,2.0NRT,291.26,1.57,N
25.60316,-100.92081,299.61,0.44,0.62,2026-08-30,0746,N20,nominal,2.0NRT,265.05,0.79,N
24.82843,-99.47385,367,0.35,0.57,2026-08-30,0746,N20,high,2.0NRT,293.68,8.41,N
24.25604,-98.48699,316.23,0.59,0.53,2026-08-30,0746,N20,nominal,2.0NRT,291.82,2.79,N
24.24662,-99.16507,305.96,0.33,0.55,2026-08-30,0746,N20,nominal,2.0NRT,291.56,0.97,N
23.80335,-99.14097,307.23,0.32,0.55,2026-08-30,0746,N20,nominal,2.0NRT,291.1,0.75,N
23.51097,-98.08482,308.86,0.55,0.51,2026-08-30,0746,N20,nominal,2.0NRT,292.74,1.83,N
22.65828,-97.6843,312.69,0.5,0.49,2026-08-30,0748,N20,nominal,2.0NRT,292.56,2.42,N
21.03358,-86.95779,306.37,0.49,0.41,2026-08-30,0748,N20,nominal,2.0NRT,293.62,1.03,N
21.03075,-86.96323,306.94,0.49,0.4,2026-08-30,0748,N20,nominal,2.0NRT,293.97,1.49,N
21.01661,-86.99036,310.82,0.49,0.4,2026-08-30,0748,N20,nominal,2.0NRT,293.79,2.62,N
21.01293,-86.99111,307.18,0.49,0.4,2026-08-30,0748,N20,nominal,2.0NRT,293.47,1.18,N
22.26689,-97.80872,331.34,0.51,0.49,2026-08-30,0748,N20,nominal,2.0NRT,294.7,7.11,N
22.26235,-97.80933,341.94,0.51,0.49,2026-08-30,0748,N20,nominal,2.0NRT,294.62,10.5,N
22.40376,-102.25636,306.15,0.49,0.65,2026-08-30,0748,N20,nominal,2.0NRT,282.54,1.2,N
22.04666,-98.87391,305.73,0.59,0.53,2026-08-30,0748,N20,nominal,2.0NRT,290,2.11,N
22.04748,-98.86987,306.35,0.59,0.53,2026-08-30,0748,N20,nominal,2.0NRT,289.95,1.59,N
20.14021,-89.18293,315.62,0.41,0.37,2026-08-30,0748,N20,nominal,2.0NRT,290.3,1.41,N
20.13682,-89.18356,305.58,0.41,0.37,2026-08-30,0748,N20,nominal,2.0NRT,289.66,0.7,N
20.11793,-89.17518,297.68,0.41,0.37,2026-08-30,0748,N20,nominal,2.0NRT,282.54,0.52,N
49.76232,-92.63113,297.98,0.36,0.57,2026-08-30,0920,N20,nominal,2.0NRT,286.15,0.36,N
47.85381,-113.2757,300.66,0.48,0.4,2026-08-30,0922,N20,nominal,2.0NRT,278.65,1.23,N
48.36181,-120.84548,327.79,0.35,0.57,2026-08-30,0922,N20,nominal,2.0NRT,279.93,2.87,N
48.08392,-120.62738,299.35,0.34,0.56,2026-08-30,0922,N20,nominal,2.0NRT,274.74,1.05,N
48.07861,-120.62486,302.03,0.34,0.56,2026-08-30,0922,N20,nominal,2.0NRT,274.93,1.28,N
48.07834,-120.619,304.95,0.34,0.56,2026-08-30,0922,N20,nominal,2.0NRT,275.85,1.42,N
48.07746,-120.83058,296.54,0.35,0.56,2026-08-30,0922,N20,nominal,2.0NRT,276.18,1.05,N
48.07234,-120.83345,319.87,0.35,0.56,2026-08-30,0922,N20,nominal,2.0NRT,279.52,1.05,N
48.02865,-120.67021,321.65,0.34,0.56,2026-08-30,0922,N20,nominal,2.0NRT,277.25,2.63,N
48.02898,-120.67757,301.25,0.34,0.56,2026-08-30,0922,N20,nominal,2.0NRT,277.2,0.96,N
47.93752,-120.63051,295.19,0.34,0.56,2026-08-30,0922,N20,nominal,2.0NRT,275.37,0.47,N
47.90937,-120.5802,297.82,0.34,0.56,2026-08-30,0922,N20,nominal,2.0NRT,276.23,0.61,N
47.88485,-120.37796,317.87,0.33,0.55,2026-08-30,0922,N20,nominal,2.0NRT,279.6,1.54,N
47.90762,-120.58047,297.49,0.34,0.56,2026-08-30,0922,N20,nominal,2.0NRT,275.72,0.69,N
47.88723,-120.37876,311.88,0.33,0.55,2026-08-30,0922,N20,nominal,2.0NRT,278.73,1.49,N
47.87586,-120.35654,320.48,0.33,0.55,2026-08-30,0922,N20,nominal,2.0NRT,279.31,1.98,N
47.84491,-120.56739,308.26,0.34,0.56,2026-08-30,0922,N20,nominal,2.0NRT,274.13,0.84,N
47.8447,-120.5627,297.23,0.34,0.56,2026-08-30,0922,N20,nominal,2.0NRT,274.57,0.84,N
45.78623,-106.81194,302.63,0.4,0.37,2026-08-30,0922,N20,nominal,2.0NRT,284.39,0.7,N
46.8251,-115.22444,307.4,0.56,0.43,2026-08-30,0922,N20,nominal,2.0NRT,276.48,1.85,N
